Date,Dog_ID,Daily_Steps,Heart_Rate_BPM,Rest_Time_Hours,Sleep_Pattern_Hours,Active_Time_Hours,Calories_Burned,Mood_Score,Outdoor_Time_Hours,Activity_Intensity,Rest_Efficiency,Energy_Expenditure_Rate,Outdoor_to_Active_Ratio,Mood_Stability_Index,Fatigue_Index,Latitude,Longitude,Distance_Travelled,Location_Change_Frequency,Weather_Condition,Temperature_C,Area_Type
1/9/2024,Dog_17,8232,109,6.98,12.12,3.35,329.28,10,2.98,2457.313433,0.575907591,98.29253731,0.889552239,7.333333333,430.9947644,40.746362,-73.95497626,6869.947917,1,Rainy,11.50701304,Urban
1/10/2024,Dog_17,15342,98,8.52,8.18,4.59,613.68,5,4.78,3342.48366,1.041564792,133.6993464,1.041394336,6.333333333,918.6826347,40.73530095,-74.00539942,4432.527062,1,Windy,20.843847,Urban
1/11/2024,Dog_17,13093,93,6.45,6.2,6.31,523.72,2,3.27,2074.96038,1.040322581,82.99841521,0.51822504,5.666666667,1035.019763,40.67944489,-74.03148671,6582.832837,1,Rainy,20.8580036,Rural
1/12/2024,Dog_17,10643,91,8.3,11.27,5.38,425.72,9,3.06,1978.252788,0.7364685,79.13011152,0.568773234,5.333333333,543.8426162,40.68850977,-73.99580991,3179.52227,1,Snowy,30.52156257,Rural
1/13/2024,Dog_17,15600,114,5.52,7.57,4.57,624,6,5.67,3413.56674,0.729194188,136.5426696,1.240700219,5.666666667,1191.749427,40.73511367,-73.96270542,5882.918779,1,Sunny,18.94769609,Urban
1/14/2024,Dog_17,19380,67,4.62,12.4,3.96,775.2,3,2.25,4893.939394,0.372580645,195.7575758,0.568181818,6,1138.6604,40.6816922,-73.97677751,6050.373471,1,Snowy,15.0861444,Rural
1/15/2024,Dog_17,9722,110,7.92,7.91,7.04,388.88,7,1.6,1380.965909,1.001264223,55.23863636,0.227272727,5.333333333,614.1503474,40.66694927,-73.96934389,1753.660376,1,Windy,0.554853056,Rural
1/1/2024,Dog_18,10970,91,9.93,10.83,2.86,438.8,9,3.92,3835.664336,0.916897507,153.4265734,1.370629371,9,528.4200385,40.70568013,-73.98412166,0,0,Snowy,-0.370495733,Suburban
1/2/2024,Dog_18,18149,102,9.78,13.56,4.58,725.96,3,5.85,3962.663755,0.721238938,158.5065502,1.277292576,6,777.5921165,40.74361548,-73.98077234,4222.159929,1,Snowy,1.172862611,Urban
1/3/2024,Dog_18,18070,114,9.38,6.1,7.42,722.8,2,2.89,2435.309973,1.537704918,97.41239892,0.389487871,4.666666667,1167.312661,40.71960298,-73.96508043,2977.867766,1,Snowy,1.873939253,Rural
1/4/2024,Dog_18,19032,82,9.09,6.98,7.08,761.28,7,1.31,2688.135593,1.302292264,107.5254237,0.185028249,4,1184.318606,40.70700612,-74.0250332,5255.516941,1,Windy,20.51508371,Suburban
1/5/2024,Dog_18,12106,95,7.86,11.63,4.41,484.24,7,2.7,2745.124717,0.675838349,109.8049887,0.612244898,5.333333333,621.1390457,40.65971765,-74.0010575,5628.849649,1,Snowy,24.63925001,Rural
1/6/2024,Dog_18,13112,106,7.75,8.69,6.58,524.48,4,3.53,1992.705167,0.891829689,79.70820669,0.536474164,6,797.56691,40.71150072,-74.02787906,6181.249118,1,Rainy,16.19966092,Suburban
1/7/2024,Dog_18,18358,61,6.18,6.27,6.94,734.32,9,1.81,2645.244957,0.985645933,105.8097983,0.260806916,6.666666667,1474.538153,40.74900539,-73.9512332,7698.660024,1,Windy,28.1607093,Urban
1/8/2024,Dog_18,17596,96,6.46,10.42,7.33,703.84,8,4.29,2400.545703,0.619961612,96.0218281,0.58526603,7,1042.417062,40.6640084,-73.95559407,9445.95692,1,Snowy,34.65052907,Rural
1/9/2024,Dog_18,10083,94,9.69,12.11,5.27,403.32,1,5.99,1913.282732,0.800165153,76.5313093,1.136622391,6,462.5229358,40.70183297,-74.04605732,8725.081777,1,Windy,27.80050516,Suburban
1/10/2024,Dog_18,15880,69,7.39,13.88,3.23,635.2,1,3.26,4916.408669,0.532420749,196.6563467,1.009287926,3.333333333,746.5914433,40.73773731,-73.97944248,6897.473379,1,Cloudy,22.79529495,Urban
1/11/2024,Dog_18,19086,91,6.55,6.18,3.53,763.44,5,2.77,5406.798867,1.05987055,216.2719547,0.78470255,2.333333333,1499.293009,40.72407686,-73.95747517,2396.854333,1,Rainy,16.29970798,Urban
1/12/2024,Dog_18,5573,68,7.25,11.07,3.77,222.92,6,3,1478.249337,0.654923216,59.12997347,0.795755968,4,304.2030568,40.71970157,-74.03194247,6310.313453,1,Snowy,12.95412287,Suburban
1/13/2024,Dog_18,11633,88,5.03,8.18,5.56,465.32,3,1.58,2092.266187,0.614914425,83.69064748,0.284172662,4.666666667,880.6207419,40.72024841,-73.99320548,3273.46138,1,Cloudy,-1.624304778,Urban
1/14/2024,Dog_18,19458,65,9.49,6.94,2.2,778.32,9,5.42,8844.545455,1.367435159,353.7818182,2.463636364,6,1184.297018,40.68594912,-73.95845117,4809.815062,1,Cloudy,10.97474994,Rural
1/15/2024,Dog_18,8475,100,5.64,10.43,5.82,339,10,3.07,1456.185567,0.540747843,58.24742268,0.527491409,7.333333333,527.3802116,40.67935918,-74.0466054,7488.175563,1,Windy,31.40538547,Rural
1/1/2024,Dog_19,15875,82,4.64,7.12,4.19,635,6,2.94,3788.782816,0.651685393,151.5513126,0.701670644,6,1349.914966,40.73093612,-73.98025797,0,0,Cloudy,27.3209052,Urban
1/2/2024,Dog_19,10992,90,9.24,10.78,3.77,439.68,4,4.3,2915.649867,0.857142857,116.6259947,1.140583554,5,549.0509491,40.73101134,-74.0202651,3379.666217,1,Rainy,3.6420546,Urban
1/3/2024,Dog_19,17060,116,6.97,10.59,7.28,682.4,7,3.21,2343.406593,0.658168083,93.73626374,0.440934066,5.666666667,971.5261959,40.73670723,-73.95756038,5334.469349,1,Rainy,13.66431139,Urban
1/4/2024,Dog_19,14664,85,6.43,12.17,4.76,586.56,8,4.24,3080.672269,0.528348398,123.2268908,0.890756303,6.333333333,788.3870968,40.74132406,-73.95289418,646.6820679,1,Sunny,27.6689281,Urban
1/5/2024,Dog_19,6629,61,5,11.9,2.57,265.16,9,1.31,2579.377432,0.420168067,103.1750973,0.509727626,8,392.2485207,40.70113424,-73.95557335,4468.756343,1,Rainy,-2.304617809,Rural
1/6/2024,Dog_19,14555,110,5.47,9.11,6.96,582.2,6,5.07,2091.235632,0.600439078,83.64942529,0.728448276,7.666666667,998.2853224,40.70015163,-74.00257858,3974.13069,1,Cloudy,10.49570343,Suburban
1/7/2024,Dog_19,9819,108,8.33,10.88,2.29,392.76,6,5.7,4287.772926,0.765625,171.510917,2.489082969,7,511.1400312,40.72982952,-73.96379573,4647.618616,1,Rainy,29.07364947,Urban
1/8/2024,Dog_19,5711,113,4.81,9.87,6.36,228.44,8,4.24,897.9559748,0.48733536,35.91823899,0.666666667,6.666666667,389.0326975,40.71499639,-73.96554506,1653.814169,1,Windy,11.15591457,Rural
1/9/2024,Dog_19,10715,106,5.57,10.76,6.64,428.6,5,5.77,1613.704819,0.517657993,64.54819277,0.868975904,6.333333333,656.1543172,40.72019669,-74.01808995,4477.089521,1,Sunny,-1.895414211,Urban
1/10/2024,Dog_19,18850,76,6.98,10.77,4.12,754,3,1.76,4575.242718,0.648096565,183.0097087,0.427184466,5.333333333,1061.971831,40.72957927,-73.96710845,4431.355621,1,Cloudy,16.70137474,Urban
1/11/2024,Dog_19,3481,68,8.63,6.85,6.95,139.24,3,3.39,500.8633094,1.259854015,20.03453237,0.487769784,3.666666667,224.870801,40.73900053,-74.04629924,6770.735684,1,Sunny,29.4696998,Urban
1/12/2024,Dog_19,18048,99,8.37,9.96,5.09,721.92,6,4.01,3545.776031,0.840361446,141.8310413,0.787819253,4,984.6153846,40.68379952,-73.99037301,7740.161917,1,Cloudy,18.61142172,Rural
1/13/2024,Dog_19,12130,99,6.61,7.97,4.78,485.2,2,3.91,2537.656904,0.8293601,101.5062762,0.817991632,3.666666667,831.9615912,40.6875583,-74.02699912,3124.145996,1,Windy,4.051164329,Rural
1/14/2024,Dog_19,15418,109,8.8,11.56,2.27,616.72,6,3.01,6792.070485,0.761245675,271.6828194,1.325991189,4.666666667,757.2691552,40.65939819,-74.03794331,3261.141902,1,Sunny,10.36958481,Rural
1/15/2024,Dog_19,19314,118,9.77,12.32,3.74,772.56,6,2.69,5164.171123,0.793019481,206.5668449,0.719251337,4.666666667,874.332277,40.70782801,-74.04230468,5390.648038,1,Snowy,13.00493445,Suburban
1/1/2024,Dog_20,6640,114,7.13,6.69,7.59,265.6,8,1.63,874.8353096,1.065769806,34.99341238,0.214756258,8,480.463097,40.65359423,-73.98037112,0,0,Cloudy,18.17065415,Rural
1/2/2024,Dog_20,14855,83,8.55,11.11,4.35,594.2,7,2.96,3414.942529,0.769576958,136.5977011,0.68045977,7.5,755.595117,40.6965598,-74.0160125,5643.137373,1,Snowy,25.37404103,Suburban
1/3/2024,Dog_20,14344,82,8.34,11.1,5.28,573.76,8,1.81,2716.666667,0.751351351,108.6666667,0.34280303,7.666666667,737.8600823,40.70426446,-73.97752332,3363.550414,1,Sunny,-1.045055294,Rural
1/4/2024,Dog_20,8319,84,9.42,11.17,5.19,332.76,9,4.67,1602.890173,0.843330349,64.11560694,0.899807322,8,404.0310831,40.67865413,-74.04346437,6257.388451,1,Snowy,30.58608132,Rural
1/5/2024,Dog_20,16849,106,4.26,10.71,5.54,673.96,6,2.04,3041.33574,0.397759104,121.6534296,0.368231047,7.666666667,1125.517702,40.70908333,-74.01847097,3985.107773,1,Snowy,-4.507611879,Suburban
1/6/2024,Dog_20,11592,82,7.33,9.79,2.37,463.68,3,1.29,4891.139241,0.748723187,195.6455696,0.544303797,6,677.1028037,40.65305002,-73.99605087,6504.643323,1,Sunny,9.802093387,Rural
1/7/2024,Dog_20,19774,73,4.72,11.85,4.17,790.96,10,3.76,4741.966427,0.398312236,189.6786571,0.901678657,6.333333333,1193.361497,40.65373482,-73.97092768,2126.138471,1,Windy,-3.903187601,Rural
1/8/2024,Dog_20,14122,107,4.69,9.37,6.34,564.88,3,3.98,2227.444795,0.500533618,89.0977918,0.627760252,5.333333333,1004.409673,40.73226006,-74.01812475,9589.271111,1,Snowy,10.71896901,Urban
1/9/2024,Dog_20,4500,77,8.47,6.44,3.2,180,1,5.36,1406.25,1.315217391,56.25,1.675,4.666666667,301.8108652,40.68601906,-73.98741086,5753.640987,1,Snowy,16.03250395,Rural
1/10/2024,Dog_20,7497,118,8.97,6.3,3.22,299.88,5,3.88,2328.26087,1.423809524,93.13043478,1.204968944,3,490.9626719,40.66270605,-73.96140223,3396.713389,1,Windy,15.46725546,Rural
1/11/2024,Dog_20,12374,83,5.38,6.96,2.06,494.96,4,2.73,6006.796117,0.772988506,240.2718447,1.325242718,3.333333333,1002.755267,40.70222433,-73.98841368,4946.969206,1,Snowy,1.625133881,Suburban
1/12/2024,Dog_20,16409,62,8.18,8.72,4.62,656.36,9,5.02,3551.731602,0.938073394,142.0692641,1.086580087,6,970.9467456,40.72699936,-74.02670405,4247.023941,1,Snowy,20.8296204,Urban
1/13/2024,Dog_20,15651,98,5.89,10.32,7.3,626.04,9,3.7,2143.972603,0.570736434,85.75890411,0.506849315,7.333333333,965.5151141,40.6715821,-74.04755992,6401.441839,1,Snowy,-3.20886198,Rural
1/14/2024,Dog_20,18317,84,8.43,10.16,2.31,732.68,5,1.4,7929.437229,0.829724409,317.1774892,0.606060606,7.666666667,985.3146853,40.71228905,-73.96299011,8457.70213,1,Rainy,25.47627281,Rural
1/15/2024,Dog_20,16737,103,5.4,6.2,3.15,669.48,10,3.83,5313.333333,0.870967742,212.5333333,1.215873016,8,1442.844828,40.65853475,-74.04787306,9333.818499,1,Windy,32.86577736,Rural
1/1/2024,Dog_21,3545,89,4,7.48,3.86,141.8,4,5.54,918.3937824,0.534759358,36.7357513,1.435233161,4,308.7979094,40.65516817,-73.96252983,0,0,Snowy,8.590753086,Rural
1/2/2024,Dog_21,18775,91,8.79,13.98,6.39,751,7,2.98,2938.184664,0.628755365,117.5273865,0.466353678,5.5,824.5498463,40.70313546,-73.99710629,6076.029288,1,Windy,15.68957527,Suburban
1/3/2024,Dog_21,19371,88,8.6,9.22,5.84,774.84,6,2.48,3316.952055,0.932754881,132.6780822,0.424657534,5.666666667,1087.037037,40.70406351,-73.95609323,3467.584477,1,Cloudy,10.15641112,Rural
1/4/2024,Dog_21,11436,103,7.77,12.99,4.5,457.44,4,1.72,2541.333333,0.598152425,101.6533333,0.382222222,5.666666667,550.867052,40.71374299,-73.97012168,1600.222088,1,Cloudy,-4.731584388,Rural
1/5/2024,Dog_21,13616,69,4.55,8.69,6.55,544.64,10,1.76,2078.778626,0.523590334,83.15114504,0.26870229,6.666666667,1028.398792,40.72260913,-73.95020659,1949.558981,1,Snowy,10.43498012,Urban
1/6/2024,Dog_21,15676,60,5.43,6.88,5.66,627.04,2,3.16,2769.611307,0.789244186,110.7844523,0.558303887,5.333333333,1273.436231,40.74758521,-74.01492882,6130.455752,1,Windy,26.66881037,Urban
1/7/2024,Dog_21,4165,115,5.72,8.37,7.38,166.6,1,3.98,564.3631436,0.68339307,22.57452575,0.539295393,4.333333333,295.5997161,40.70163003,-73.97328117,6198.678174,1,Windy,18.83955369,Rural
1/8/2024,Dog_21,17269,96,4.25,6.14,6.91,690.76,4,1.4,2499.131693,0.69218241,99.96526773,0.20260492,2.333333333,1662.078922,40.68229565,-74.00980691,3760.532449,1,Windy,-0.949603415,Rural
1/9/2024,Dog_21,17286,68,4.66,9.13,3.52,691.44,4,5.7,4910.795455,0.510405257,196.4318182,1.619318182,3,1253.517041,40.72951862,-74.00201244,5285.234398,1,Rainy,28.88557959,Urban
1/10/2024,Dog_21,12155,71,9.74,12.38,3.63,486.2,1,4.78,3348.484848,0.786752827,133.9393939,1.316804408,3,549.5027125,40.67708323,-73.98724945,5955.018393,1,Cloudy,16.2434138,Rural
1/11/2024,Dog_21,15260,102,7.53,13.86,2.75,610.4,6,3.93,5549.090909,0.543290043,221.9636364,1.429090909,3.666666667,713.4174848,40.69389714,-73.96263229,2795.843007,1,Windy,28.66893447,Rural
1/12/2024,Dog_21,11202,72,9.94,11.95,4.02,448.08,4,5.14,2786.567164,0.831799163,111.4626866,1.278606965,3.666666667,511.7405208,40.65784564,-73.95159165,4110.815314,1,Windy,18.20886075,Rural
1/13/2024,Dog_21,19220,113,7.65,10.1,8,768.8,1,1.4,2402.5,0.757425743,96.1,0.175,3.666666667,1082.816901,40.65253507,-73.97317266,1918.059176,1,Rainy,17.38753779,Rural
1/14/2024,Dog_21,14593,102,5.06,7.76,4.43,583.72,1,3.38,3294.130926,0.652061856,131.765237,0.762979684,2,1138.299532,40.74626484,-74.00822332,10821.86009,1,Rainy,-0.789632592,Urban
1/15/2024,Dog_21,13745,62,8.96,12.41,3.32,549.8,1,4.15,4140.060241,0.721998388,165.6024096,1.25,1,643.1913898,40.73359801,-74.0078643,1406.964114,1,Windy,1.694389326,Urban
1/1/2024,Dog_22,11245,106,5.3,10.15,6.57,449.8,8,5.14,1711.567732,0.522167488,68.46270928,0.782343988,8,727.8317152,40.71959742,-73.97624177,0,0,Sunny,33.88101026,Rural
1/2/2024,Dog_22,13106,101,7.09,9.93,5.25,524.24,10,4.92,2496.380952,0.713997986,99.8552381,0.937142857,9,770.0352526,40.69089529,-74.02612229,5284.709176,1,Windy,4.13946987,Suburban
1/3/2024,Dog_22,17551,62,8.89,7.8,2.9,702.04,8,2.39,6052.068966,1.13974359,242.0827586,0.824137931,8.666666667,1051.587777,40.66732943,-74.03895259,2832.828863,1,Windy,34.09808472,Rural
1/4/2024,Dog_22,10287,106,4.21,13.16,4.28,411.48,2,5.7,2403.504673,0.319908815,96.14018692,1.331775701,6.666666667,592.2279793,40.6656437,-74.01453778,2072.933002,1,Rainy,16.27650826,Rural
1/5/2024,Dog_22,14873,70,9.26,8.12,4.49,594.92,7,1.62,3312.47216,1.140394089,132.4988864,0.360801782,5.666666667,855.7537399,40.67502429,-74.0212761,1187.320181,1,Rainy,0.431561883,Rural
1/6/2024,Dog_22,8016,93,9.17,12.48,6.52,320.64,8,5.38,1229.447853,0.734775641,49.17791411,0.825153374,5.666666667,370.2540416,40.70492267,-74.02036919,3321.037432,1,Windy,-1.02791189,Suburban
1/7/2024,Dog_22,12752,64,8.41,8.25,2.12,510.08,8,5.85,6015.09434,1.019393939,240.6037736,2.759433962,7.666666667,765.4261705,40.72145959,-74.02663922,1911.297831,1,Windy,3.354562828,Urban
1/8/2024,Dog_22,10291,74,4.03,11.57,3.61,411.64,10,1.89,2850.692521,0.348314607,114.0277008,0.523545706,8.666666667,659.6794872,40.71601974,-74.04579068,1727.224139,1,Windy,32.0254932,Suburban
1/9/2024,Dog_22,8295,85,7.2,13.7,5.11,331.8,7,4.61,1623.287671,0.525547445,64.93150685,0.902152642,8.333333333,396.8899522,40.67799339,-74.04821261,4227.710544,1,Rainy,11.56600897,Rural
1/10/2024,Dog_22,12903,72,9.37,13.93,3.61,516.12,5,1.2,3574.238227,0.672648959,142.9695291,0.332409972,7.333333333,553.776824,40.74548653,-73.95122776,11105.7504,1,Windy,10.81737072,Urban
1/11/2024,Dog_22,8233,99,9.3,10.13,5.77,329.32,1,3.03,1426.863085,0.918065153,57.0745234,0.525129983,4.333333333,423.7261966,40.72378969,-74.00722269,5308.297475,1,Windy,7.528250443,Urban
1/12/2024,Dog_22,4591,99,8.07,10.53,4.89,183.64,9,3.58,938.8548057,0.766381766,37.55419223,0.732106339,5,246.827957,40.70543541,-74.01156734,2071.010927,1,Snowy,0.882474023,Suburban
1/13/2024,Dog_22,4312,65,7.13,12.95,4.17,172.48,7,3.9,1034.052758,0.550579151,41.36211031,0.935251799,5.666666667,214.7410359,40.71117207,-73.98203527,2575.632994,1,Sunny,14.51404789,Suburban
1/14/2024,Dog_22,5139,92,4.94,7.28,7.7,205.56,2,5.68,667.4025974,0.678571429,26.6961039,0.737662338,6,420.5400982,40.69196001,-74.02817461,4444.882207,1,Cloudy,0.2019113,Suburban
1/15/2024,Dog_22,9924,102,5.43,13.44,5.79,396.96,6,4.36,1713.989637,0.404017857,68.55958549,0.753022453,5,525.9141494,40.6747731,-73.95500388,6473.350619,1,Sunny,28.41920946,Rural
1/1/2024,Dog_23,6738,97,5.14,13.05,2.78,269.52,2,3.41,2423.741007,0.393869732,96.94964029,1.226618705,2,370.4233095,40.68559727,-73.9713655,0,0,Snowy,9.815879451,Rural
1/2/2024,Dog_23,19940,117,6.79,13.03,5.36,797.6,1,5.05,3720.149254,0.521105142,148.8059701,0.942164179,1.5,1006.05449,40.72578461,-74.0410589,7389.466484,1,Cloudy,9.992142711,Urban
1/3/2024,Dog_23,15713,69,8.92,7.83,6.68,628.52,7,5.75,2352.245509,1.139208174,94.08982036,0.860778443,3.333333333,938.0895522,40.65143935,-74.00824192,8709.46575,1,Windy,13.96025714,Rural
1/4/2024,Dog_23,12766,90,4.01,10.45,6.25,510.64,2,1.11,2042.56,0.383732057,81.7024,0.1776,3.333333333,882.8492393,40.66160726,-73.96208817,4063.276336,1,Snowy,12.76510853,Rural
1/5/2024,Dog_23,3294,61,5.72,10.94,3.03,131.76,2,5.91,1087.128713,0.52285192,43.48514851,1.95049505,3.666666667,197.7190876,40.65460026,-73.9555268,955.6934869,1,Windy,34.79431892,Rural
1/6/2024,Dog_23,4136,100,7.79,8.08,7.83,165.44,5,1.43,528.2247765,0.964108911,21.12899106,0.182630907,3,260.6175173,40.65407288,-74.00325985,4037.361289,1,Rainy,16.81524485,Rural
1/7/2024,Dog_23,15987,83,8.91,7.03,4.69,639.48,5,5.07,3408.742004,1.26742532,136.3496802,1.081023454,4,1002.948557,40.73554606,-73.98865886,9131.215072,1,Snowy,-1.471931848,Urban
1/8/2024,Dog_23,13706,89,4.11,9.46,2.95,548.24,7,2.4,4646.101695,0.434460888,185.8440678,0.813559322,5.666666667,1010.022108,40.72036579,-74.03329661,4130.643981,1,Rainy,19.27509366,Urban
1/9/2024,Dog_23,16281,87,7.8,13.46,3.08,651.24,1,1.66,5286.038961,0.579494799,211.4415584,0.538961039,4.333333333,765.8043274,40.69741738,-73.95088314,7415.899971,1,Snowy,1.063371715,Rural
1/10/2024,Dog_23,8084,81,9.62,11.5,2.59,323.36,8,3.2,3121.235521,0.836521739,124.8494208,1.235521236,5.333333333,382.7651515,40.65978342,-74.02683283,7661.227563,1,Snowy,-3.762494211,Rural
1/11/2024,Dog_23,10491,86,5,12.17,6.82,419.64,3,4.22,1538.269795,0.410846343,61.53079179,0.618768328,4,611.0075713,40.69916159,-73.95572682,7433.629666,1,Rainy,33.82968615,Rural
1/12/2024,Dog_23,11073,113,6.08,10.97,2.73,442.92,4,2.9,4056.043956,0.554238833,162.2417582,1.062271062,5,649.4428152,40.69734718,-73.98503534,2485.26944,1,Cloudy,25.94155566,Suburban
1/13/2024,Dog_23,19378,77,9.23,13.79,2.75,775.12,9,1.27,7046.545455,0.669325598,281.8618182,0.461818182,5.333333333,841.789748,40.66732019,-73.98922632,3353.200282,1,Sunny,34.2043597,Rural
1/14/2024,Dog_23,14939,118,4.78,12.07,7.1,597.56,4,4,2104.084507,0.396023198,84.16338028,0.563380282,5.666666667,886.5875371,40.69338516,-73.99873115,3003.923863,1,Windy,14.11513792,Suburban
1/15/2024,Dog_23,14296,65,6.23,12.55,4.07,571.84,10,5.51,3512.530713,0.496414343,140.5012285,1.353808354,7.666666667,761.2353568,40.68985047,-74.02693302,2415.894535,1,Snowy,16.29030125,Rural
1/1/2024,Dog_24,14801,93,5.64,13.98,2.19,592.04,5,2.92,6758.447489,0.403433476,270.3378995,1.333333333,5,754.3832824,40.71158501,-74.0323472,0,0,Windy,1.733478237,Suburban
1/2/2024,Dog_24,17288,94,6.71,7.31,2.31,691.52,7,2.08,7483.982684,0.917920657,299.3593074,0.9004329,6,1233.095578,40.71350937,-74.02795138,428.5295943,1,Rainy,4.876297067,Suburban
1/3/2024,Dog_24,12078,88,8.16,7.77,2.85,483.12,4,3.21,4237.894737,1.05019305,169.5157895,1.126315789,5.333333333,758.1920904,40.6545304,-74.03135617,6555.805955,1,Windy,28.5419686,Rural
1/4/2024,Dog_24,16998,73,5.38,7.05,3.28,679.92,1,1.24,5182.317073,0.763120567,207.2926829,0.37804878,4,1367.497989,40.68746126,-73.97204155,6206.840799,1,Rainy,9.247425885,Rural
1/5/2024,Dog_24,14645,103,4.19,11.85,5.99,585.8,9,5.1,2444.90818,0.353586498,97.79632721,0.851419032,4.666666667,913.0299252,40.71258599,-74.01498747,4578.030166,1,Windy,28.07259895,Suburban
1/6/2024,Dog_24,9446,75,9.14,13.72,2.94,377.84,4,5.13,3212.92517,0.666180758,128.5170068,1.744897959,4.666666667,413.2108486,40.70031363,-74.04421573,2821.029,1,Sunny,23.36054897,Suburban
1/7/2024,Dog_24,4682,116,6.65,8.5,2.71,187.28,9,3.94,1727.675277,0.782352941,69.10701107,1.453874539,7.333333333,309.0429043,40.73564898,-73.95308974,8641.724006,1,Sunny,2.086837011,Urban
1/8/2024,Dog_24,15857,119,8.35,11.97,6.59,634.28,6,2.77,2406.221548,0.697577277,96.24886191,0.420333839,6.333333333,780.3641732,40.71586936,-73.96162141,2311.73851,1,Sunny,15.29785464,Rural
1/9/2024,Dog_24,18522,108,7.91,8.95,6.03,740.88,1,5,3071.641791,0.883798883,122.8656716,0.829187396,5.333333333,1098.576512,40.66629344,-73.95722477,5517.833169,1,Sunny,22.09549286,Rural
1/10/2024,Dog_24,8390,103,6.84,13.75,4.61,335.6,3,3.77,1819.956616,0.497454545,72.79826464,0.817787419,3.333333333,407.4793589,40.65705687,-73.95050922,1172.414902,1,Sunny,4.401488592,Rural
1/11/2024,Dog_24,9573,84,9.21,12.21,5.3,382.92,2,5.13,1806.226415,0.754299754,72.2490566,0.967924528,2,446.9187675,40.71424193,-74.03261048,9407.125645,1,Sunny,28.22754042,Suburban
1/12/2024,Dog_24,11782,86,9.07,12.09,3.87,471.28,9,4.16,3044.444444,0.750206782,121.7777778,1.074935401,4.666666667,556.805293,40.65265113,-74.0103758,7093.102902,1,Rainy,16.7931063,Rural
1/13/2024,Dog_24,9059,112,9.47,13.74,4.9,362.36,1,4.92,1848.77551,0.68922853,73.95102041,1.004081633,4,390.3059026,40.70857756,-73.97417615,6923.575393,1,Snowy,1.609682018,Rural
1/14/2024,Dog_24,18251,105,6.77,6.01,5.04,730.04,9,3.99,3621.230159,1.126455907,144.8492063,0.791666667,6.333333333,1428.090767,40.74402302,-73.98039794,3971.111017,1,Windy,18.31937705,Urban
1/15/2024,Dog_24,14536,103,5.49,10.47,4.32,581.44,9,3.07,3364.814815,0.524355301,134.5925926,0.710648148,6.333333333,910.7769424,40.70754742,-74.03461041,6114.22339,1,Sunny,34.98855217,Suburban
1/1/2024,Dog_25,12208,119,4.39,10.66,7.44,488.32,8,5.79,1640.860215,0.411819887,65.6344086,0.778225806,8,811.1627907,40.68881699,-73.96841669,0,0,Rainy,1.020859667,Rural
1/2/2024,Dog_25,19500,61,8.79,8.48,2.1,780,8,3.71,9285.714286,1.036556604,371.4285714,1.766666667,8,1129.125651,40.71432882,-74.02755594,5745.153663,1,Rainy,27.6702772,Suburban
1/3/2024,Dog_25,7167,80,4.43,9.14,6.69,286.68,1,4.03,1071.300448,0.484682713,42.85201794,0.602391629,5.666666667,528.1503316,40.69582529,-74.02761824,2054.79097,1,Rainy,3.292360128,Suburban
1/4/2024,Dog_25,11357,91,7.94,12.06,2.75,454.28,8,2.1,4129.818182,0.658374793,165.1927273,0.763636364,5.666666667,567.85,40.70456168,-73.99630256,2818.861784,1,Snowy,26.29553318,Suburban
1/5/2024,Dog_25,3213,110,4.63,7.94,6.79,128.52,10,4.13,473.1958763,0.583123426,18.92783505,0.608247423,6.333333333,255.6085919,40.74414648,-73.99070601,4421.191858,1,Windy,24.38311692,Urban
1/6/2024,Dog_25,8791,74,6.99,10.95,5.7,351.64,3,3.86,1542.280702,0.638356164,61.69122807,0.677192982,7,490.0222965,40.68861026,-73.99199138,6168.165942,1,Snowy,7.019575424,Rural
1/7/2024,Dog_25,19019,92,7.36,6.08,7.06,760.76,7,1.92,2693.909348,1.210526316,107.7563739,0.271954674,6.666666667,1415.104167,40.74611906,-74.04085132,7604.446906,1,Cloudy,8.032924703,Urban
1/8/2024,Dog_25,19385,92,4.53,8.81,2.59,775.4,1,1.3,7484.555985,0.514188422,299.3822394,0.501930502,3.666666667,1453.148426,40.74053506,-73.96225391,6667.292171,1,Rainy,26.70085568,Urban
1/9/2024,Dog_25,17451,85,6.38,7.06,5.35,698.04,1,4.02,3261.869159,0.90368272,130.4747664,0.751401869,3,1298.4375,40.66957911,-74.02344,9424.647816,1,Cloudy,13.45782048,Rural
1/10/2024,Dog_25,3089,105,8.16,12.57,5.01,123.56,10,4.82,616.5668663,0.649164678,24.66267465,0.962075848,4,149.011095,40.65693613,-74.03704851,1815.319904,1,Sunny,24.23272115,Rural
1/11/2024,Dog_25,3105,114,8.02,13.61,6.24,124.2,5,3.62,497.5961538,0.589272594,19.90384615,0.580128205,5.333333333,143.5506241,40.6600778,-73.96112519,6430.148471,1,Sunny,0.919365895,Rural
1/12/2024,Dog_25,9082,118,4.19,13.49,5.21,363.28,5,2.13,1743.18618,0.310600445,69.72744722,0.408829175,6.666666667,513.6877828,40.65182218,-73.95443485,1077.309913,1,Snowy,29.10231128,Rural
1/13/2024,Dog_25,3552,109,9.61,13.58,5.24,142.08,8,4.33,677.8625954,0.707658321,27.11450382,0.826335878,6,153.1694696,40.6594443,-73.96378724,1158.453111,1,Windy,23.43538867,Rural
